input_str,input_list,title,key,label
"E^7, Fm7, Bb7, Eb^7, Em7, A7, D^7, Ebm7, Ab7, Db^7, Dm7, Db7, C^7, Dm7, G7, C^7, Dm7, G7, Gm7, C7","['Abm6', 'Eb^7', 'D7', 'Db7', 'C7', 'F7', 'Bb7', 'Eb6', 'D%7', 'G7', 'Cm7', 'Ab7', 'Cm7', 'F7', 'G7', 'Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7']",Five Brothers,C,F^7
"Eb^7, Em7, A7, D^7, Ebm7, Ab7, Db^7, Dm7, Db7, C^7, Dm7, G7, C^7, Dm7, G7, Gm7, C7, F^7, Bb7, Dm7","['Db7', 'C7', 'F7', 'Bb7', 'Eb6', 'D%7', 'G7', 'Cm7', 'Ab7', 'Cm7', 'F7', 'G7', 'Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7']",Five Brothers,C,Db7
"Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, Dm7, G7, Em7, A7, Dm7, G7, Em7","['Bb7', 'Eb6', 'D%7', 'G7', 'Cm7', 'Ab7', 'Cm7', 'F7', 'G7', 'Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7']",You Are Too Beautiful,C,A7
"A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, Dm7, G7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7","['G7', 'Cm7', 'Ab7', 'Cm7', 'F7', 'G7', 'Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7', 'A%7', 'Abm6', 'Eb^7']",You Are Too Beautiful,C,C^7
"C^7, Gm7, C7, F^7, Bb7, C6, Am7, Dm7, G7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7","['Cm7', 'F7', 'G7', 'Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7', 'A%7', 'Abm6', 'Eb^7', 'D7', 'Db7', 'C7']",You Are Too Beautiful,C,F^7
"F^7, Bb7, C6, Am7, Dm7, G7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6","['Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7', 'A%7', 'Abm6', 'Eb^7', 'D7', 'Db7', 'C7', 'F7', 'Bb7', 'Eb6']",You Are Too Beautiful,C,Am7
"Am7, Dm7, G7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, D7, G7","['F^7', 'Bbm7', 'Eb7', 'Ab^7', 'Dbm7', 'Gb7', 'Cm7', 'F7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7']",You Are Too Beautiful,C,C6
"Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, D7, G7, C6, Gm7, C7","['Ab^7', 'Dbm7', 'Gb7', 'Cm7', 'F7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7']",You Are Too Beautiful,C,F^7
"G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, D7, G7, C6, Gm7, C7, F^7, F#o7, C6","['Cm7', 'F7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7']",You Are Too Beautiful,C,A7
"Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, D7, G7, C6, Gm7, C7, F^7, F#o7, C6, A7, Dm7, G7","['G7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7']",You Are Too Beautiful,C,C^7
"Gm7, C7, F^7, Bb7, C6, Am7, D7, G7, C6, Gm7, C7, F^7, F#o7, C6, A7, Dm7, G7, C^7, B%7, E7","['Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7']",You Are Too Beautiful,C,Am7
"Bb7, C6, Am7, D7, G7, C6, Gm7, C7, F^7, F#o7, C6, A7, Dm7, G7, C^7, B%7, E7, Am7, E7, Am7","['Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7']",You Are Too Beautiful,C,D7
"D7, G7, C6, Gm7, C7, F^7, F#o7, C6, A7, Dm7, G7, C^7, B%7, E7, Am7, E7, Am7, D7, Dm7, Em7","['Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'A^7', 'Am7']",You Are Too Beautiful,C,A7
"Gm7, C7, F^7, F#o7, C6, A7, Dm7, G7, C^7, B%7, E7, Am7, E7, Am7, D7, Dm7, Em7, A7, Dm7, G7","['F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'A^7', 'Am7', 'D7', 'G^7', 'Bm7']",You Are Too Beautiful,C,Em7
"F#o7, C6, A7, Dm7, G7, C^7, B%7, E7, Am7, E7, Am7, D7, Dm7, Em7, A7, Dm7, G7, Em7, A7, Dm7","['F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'A^7', 'Am7', 'D7', 'G^7', 'Bm7', 'E7', 'Am7', 'D7']",You Are Too Beautiful,C,G7
"Dm7, G7, C^7, B%7, E7, Am7, E7, Am7, D7, Dm7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7","['Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'A^7', 'Am7', 'D7', 'G^7', 'Bm7', 'E7', 'Am7', 'D7', 'Bbm7', 'Eb7', 'Bm7']",You Are Too Beautiful,C,C7
"B%7, E7, Am7, E7, Am7, D7, Dm7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7","['C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'A^7', 'Am7', 'D7', 'G^7', 'Bm7', 'E7', 'Am7', 'D7', 'Bbm7', 'Eb7', 'Bm7', 'E7', 'Cm7', 'F7']",You Are Too Beautiful,C,C6
"E7, Am7, D7, Dm7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, D7","['Cm7', 'F7', 'Bb^7', 'A^7', 'Am7', 'D7', 'G^7', 'Bm7', 'E7', 'Am7', 'D7', 'Bbm7', 'Eb7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7']",You Are Too Beautiful,C,G7
"Dm7, Em7, A7, Dm7, G7, Em7, A7, Dm7, G7, C^7, Gm7, C7, F^7, Bb7, C6, Am7, D7, G7, C6, Em7","['A^7', 'Am7', 'D7', 'G^7', 'Bm7', 'E7', 'Am7', 'D7', 'Bbm7', 'Eb7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7']",You Are Too Beautiful,C,A7
"Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6","['G^7', 'Bm7', 'E7', 'Am7', 'D7', 'Bbm7', 'Eb7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7']",There's A Small Hotel,E-,Eb^7
"Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7","['Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7']",There's A Small Hotel,E-,Gbo7
"Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7","['Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7']",There's A Small Hotel,E-,Fm7
"Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7","['Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7']",There's A Small Hotel,E-,Cm7
"Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7","['F7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7']",There's A Small Hotel,E-,Ab^7
"Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7","['Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7']",There's A Small Hotel,E-,Ab^7
"Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7","['F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7']",There's A Small Hotel,E-,Fm7
"Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7","['Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7']",There's A Small Hotel,E-,C7
"Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7","['Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7']",There's A Small Hotel,E-,Bb7
"Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6","['Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus']",There's A Small Hotel,E-,Eb^7
"Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7","['Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus', 'Bb6', 'F7', 'Bb7']",There's A Small Hotel,E-,Ab7
"Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7","['Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7']",There's A Small Hotel,E-,Fm7
"Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7","['Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7']",There's A Small Hotel,E-,Bb7
"Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Fm7","['Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Bb^7', 'C#m7']",There's A Small Hotel,E-,Bb7
"Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Fm7, Bb7, Eb^7, Eb6","['Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Bb^7', 'C#m7', 'F#7', 'B^7', 'C%7']",There's A Small Hotel,E-,Eb^7
"Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7","['Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7']",There's A Small Hotel,E-,Ab7
"Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7","['A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7']",There's A Small Hotel,E-,Fm7
"Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7","['Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7']",There's A Small Hotel,E-,Bb7
"Eo7, Fm7, Bb7, Eb^7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7","['Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7']",There's A Small Hotel,E-,Fm7
"Eb^7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7","['B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7']",There's A Small Hotel,E-,Eb6
"Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6","['B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7']",There's A Small Hotel,E-,Eb^7
"Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7","['Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7']",There's A Small Hotel,E-,Gbo7
"Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7","['A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7']",There's A Small Hotel,E-,Fm7
"Eo7, Fm7, Bb7, Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7","['Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7']",There's A Small Hotel,E-,Cm7
"Eb^7, Cm7, Fm7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7","['Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B7']",There's A Small Hotel,E-,Ab^7
"Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7","['B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7']",There's A Small Hotel,E-,Ab^7
"Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7","['B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7']",There's A Small Hotel,E-,Fm7
"Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7","['Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'Db^7']",There's A Small Hotel,E-,C7
"Fm7, Eo7, Fm7, Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7","['Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'Db^7', 'Ab^7', 'Db^7', 'Ab^7']",There's A Small Hotel,E-,Bb7
"Bb7, Eb^7, Cm7, Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6","['Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bb^', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7']",There's A Small Hotel,E-,Eb^7
"Bbm7, Eb7, Ab^7, Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7","['Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bb^', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^']",There's A Small Hotel,E-,Ab7
"Bbm7, Eb7, Ab^7, Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7","['Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bb^', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm']",There's A Small Hotel,E-,Fm7
"Gm7, C7, Fm7, Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7","['Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bb^', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^']",There's A Small Hotel,E-,Bb7
"Gm7, C7, C7, Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Gb^7, Abm7","['Ab^', 'Db^', 'Bb^', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bbm', 'Gb^', 'B^']",There's A Small Hotel,E-,Db7
"Fm7, F%7, Bb7, Eb^7, Eb6, Eb^7, Eb6, Eb^7, Ab7, Gm7, Gbo7, Fm7, Eo7, Fm7, Bb7, Gb^7, Abm7, Db7, Eb^7, Fm7","['Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bbm', 'Gb^', 'B^', 'Abm', 'Ebm', 'Fm7']",There's A Small Hotel,E-,Bb7
"F^7, F^7, Fm7, Fm7, Gm7, C7, F^7, D7, Gm7, C7, F^7, Gm7, Am7, Abo7, Gm7, C7, F^7, D7, Gm7, C7","['Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bbm', 'Gb^', 'B^', 'Abm', 'Ebm', 'Fm7', 'B^', 'Abm6', 'Gb^']",I'm Glad There Is You,F,Cm7
"Fm7, Gm7, C7, F^7, D7, Gm7, C7, F^7, Gm7, Am7, Abo7, Gm7, C7, F^7, D7, Gm7, C7, Cm7, F7, Bb^7","['Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bbm', 'Gb^', 'B^', 'Abm', 'Ebm', 'Fm7', 'B^', 'Abm6', 'Gb^', 'F^', 'Dm7', 'Bb^']",I'm Glad There Is You,F,Bbm7
